100	37.14
110	36.54
120	35.66
130	34.73
140	35.28
150	33.67
160	33.35
170	33.80
180	31.26
190	33.00
200	33.41
210	32.65
220	33.46
230	33.10
240	32.98
250	32.73
260	32.48
270	32.77
280	32.38
290	32.48
300	32.29
310	32.45
320	32.44
330	32.25
340	30.89
350	31.33
360	32.13
370	32.46
380	32.15
390	32.07
400	32.06
410	32.27
420	32.08
430	32.36
440	32.27
450	32.17
460	32.12
470	32.26
480	31.83
490	32.06
500	32.11
